Remanei_Gene	Latens_Gene	dN	dS	dN/dS	ENC	dS_corrected
KAF1745745.1	OZG22311.1	0.00288875547080787	0.166444696274845	0.0173556474640547	51.9482530942604	0.219636743861609
KAF1745747.1	OZG22306.1	0.00619531634161895	0.136645678978928	0.0453385455574803	56.773552265034	0.161482145506591
KAF1745748.1	OZG22304.1	0.00250377427965765	0.164050374807181	0.0152622283405356	55.9133182714227	0.193941954784262
KAF1745749.1	OZG22307.1	0.00253923289238795	0.222035665092219	0.0114361487436413	51.1024933783169	0.280197768904143
KAF1745750.1	OZG22485.1	0.0199543503323176	0.248457431126889	0.0803129543834283	54.7752708382442	0.285036678562197
KAF1745751.1	OZG22486.1	0.00469262368325141	0.125891671076633	0.0372750924911857	37.117864595462	0.266233606853276
KAF1745752.1	OZG22493.1	1.31297723727432e-10	0.147086317601346	8.92657630353448e-10	43.2790730617041	0.251222281498626
KAF1745753.1	OZG22494.1	0.0267388564478661	0.194652362049235	0.137367233391716	39.2428606200928	0.322506886186897
KAF1745755.1	OZG22491.1	0.00284867045504427	0.301085998215165	0.00946131826764167	49.8012713612592	0.366894655137007
KAF1745756.1	OZG22492.1	0.00465991625362569	0.13885979604736	0.0335584264579819	42.4725676883878	0.24773514038061
KAF1745757.1	OZG22489.1	0.0220214846974208	0.254162507553124	0.0866433248138219	50.9417608003995	0.313269146715224
KAF1745758.1	OZG22490.1	0.130637317190433	0.309000643206367	0.422773609254872	53.0827702605147	0.355525768736667
KAF1745759.1	OZG22487.1	0.00132525298698865	0.220351329866001	0.0060142726971267	54.0999412217433	0.2608991112729
KAF1745760.1	OZG22488.1	0.0169847624823658	0.285503009220329	0.0594906601116008	53.5695938498292	0.329167345137438
KAF1745763.1	OZG22432.1	0.00690767178584162	0.234747018618657	0.0294260256274565	49.6230880410687	0.301602759130599
KAF1745764.1	OZG22433.1	0.096264545815092	0.206183581896656	0.466887542303646	42.1366845887429	0.317032723111983
KAF1745765.1	OZG22440.1	0.0312469297884387	0.187538304716676	0.166616253866884	55.0766270109387	0.222346650684516
KAF1745766.1	OZG18881.1	0.0469264088514245	1.24134651525207	0.0378028280378229	54.7652606717861	1.27798458682996
KAF1745767.1	OZG22438.1	0.0182798121714015	0.162423540390003	0.112544106153018	55.6430115818829	0.193903561409763
KAF1745768.1	OZG22439.1	0.00201212698882177	0.120808187151879	0.0166555515504271	51.5708831324207	0.176217826677197
KAF1745769.1	OZG22436.1	0.00285863846939562	0.198435020301493	0.0144059171866555	50.5766807757224	0.259687030323806
KAF1745770.1	OZG22437.1	0.00233393018384775	0.204165644213209	0.0114315520265027	54.2636096776432	0.243751637759119
KAF1745771.1	OZG22434.1	0.013781864810315	0.296228943785149	0.0465243694090567	52.3868700845103	0.346843484945729
KAF1745772.1	OZG22435.1	0.0093442547220328	0.167790018917443	0.0556901702635267	52.2464425021729	0.219229774339974
KAF1745773.1	OZG22548.1	0.017893331073535	0.28148487707041	0.0635676461903112	47.2929679769349	0.36203342833203
KAF1745775.1	OZG22547.1	0.00934433606417323	0.207263684619829	0.0450842900014683	55.2232750592536	0.241210262130629
KAF1745776.1	OZG22554.1	0.00402631170752383	0.250657985959466	0.0160629699951987	50.5408858825649	0.312120342523727
KAF1745777.1	OZG22553.1	1.30722123364373e-10	0.132014262497517	9.90212124745476e-10	44.9930255815331	0.226078287249173
KAF1745778.1	OZG22556.1	0.0116121797717383	0.241374122884358	0.0481086358097372	59.3486201770183	0.25107835733132
KAF1745779.1	OZG22555.1	0.00478354112498971	0.128212736228569	0.0373094067383596	61	0.128212736228569
KAF1745780.1	OZG22550.1	0.0112545174956797	0.310805671135849	0.0362107855192917	51.1892654843682	0.368457863872888
KAF1745782.1	OZG22549.1	0.0749643726695852	0.455165926237099	0.164696802525011	51.0641539018089	0.513553329682353
KAF1745784.1	OZG22551.1	0.122673162343067	0.547195834648544	0.224185117238435	55.6192216418819	0.578815655823324
KAF1745785.1	OZG22388.1	0.00455559902911953	0.204363962769292	0.0222915966562186	55.6387670601971	0.235868926466067
KAF1745786.1	OZG22389.1	0.00138923230725528	0.183279339968103	0.00757986310675853	54.6098312668435	0.220830783118373
KAF1745788.1	OZG22380.1	0.00867727183613134	0.272888968855724	0.0317978109284403	51.945006609146	0.326100094217475
KAF1745789.1	OZG22381.1	1.31922447949251e-10	0.158226568721244	8.33756612529882e-10	53.2590980801906	0.203715514398889
KAF1745790.1	OZG22382.1	0.00200343410057321	0.110279733619398	0.0181668384101066	53.6046413852253	0.153738114797605
KAF1745791.1	OZG22383.1	0.00587289585671103	0.247673375417062	0.0237122615493956	54.3933046556593	0.28649722420636
KAF1745792.1	OZG22384.1	1.28641089460253e-10	0.130906851901205	9.8269179643353e-10	51.708078533452	0.185510270884086
KAF1745793.1	OZG22385.1	0.0100005990725928	0.141857430641712	0.0704975342310495	43.2783769296741	0.245997485317098
KAF1745794.1	OZG22386.1	0.00740194481306599	0.185570525413321	0.0398875025900781	55.2685363159439	0.219251127864856
KAF1745795.1	OZG22387.1	0.00229937746657257	0.195760925446991	0.0117458448938279	45.1074513653096	0.289152533945831
KAF1745796.1	OZG22484.1	0.0032611099599376	0.219385805586333	0.0148647263263998	44.8528240130705	0.314273716442965
KAF1745797.1	OZG22483.1	1.28029001260265e-10	0.167437717510857	7.64636565545415e-10	53.3690442890443	0.212280570888946
KAF1745798.1	OZG22482.1	1.30693025825141e-10	0.104151202952842	1.25483933089392e-09	54.6722144763844	0.141336054915238
KAF1745799.1	OZG22481.1	0.00773164073688934	0.201269797183248	0.0384143117600998	52.2149348146298	0.252894705641165
KAF1745800.1	OZG22480.1	1.30708858153666e-10	0.0638731129855489	2.04638308740704e-09	36.2823109094296	0.209125129864941
KAF1745801.1	OZG22479.1	0.00710751941776639	0.0465221849479442	0.152776990713556	54.2302159422873	0.0863044147760496
KAF1745802.1	OZG22478.1	0.0130247022609345	0.245247574876355	0.0531083835079759	54.561069552148	0.28308556331733
KAF1745803.1	OZG22477.1	0.00403394621319172	0.171356454390727	0.0235412563100396	47.3827460757684	0.251377430041239
KAF1745804.1	OZG22476.1	0.00933805218799011	0.225164785109158	0.0414720809182622	58.9494470777119	0.237214736323808
KAF1745807.1	OZG22475.1	1.27962212990462e-10	0.2166243750842	5.90710131030842e-10	61	0.2166243750842
KAF1745808.1	OZG22292.1	1.33259188412726e-10	0.107016859987928	1.245216767038e-09	41.9317510326154	0.219070280949826
KAF1745809.1	OZG22293.1	0.0186452325917024	0.309587185907054	0.0602261121921891	57.3021279365207	0.331317509215766
KAF1745810.1	OZG22297.1	0.00545231440990044	0.164946209907802	0.033055105739914	54.7383805478921	0.201742240920947
KAF1745811.1	OZG22294.1	1.29934952871895e-10	0.160452789455253	8.09801769810498e-10	54.4417012412413	0.198992238613173
KAF1745812.1	OZG22295.1	0.00402621891806475	0.224855982493164	0.0179057673868524	56.3366653134358	0.252259788978677
KAF1745813.1	OZG22300.1	0.0277320923128487	0.251909856628125	0.110087364917155	49.0241586247001	0.322285169919593
KAF1745814.1	OZG22301.1	1.32605778836732e-10	0.213981037197105	6.19708085228995e-10	55.5610580876258	0.245942653008657
KAF1745815.1	OZG22298.1	0.0083091840457517	0.219089881037422	0.0379259142704652	50.9629551424163	0.278071972920321
KAF1745816.1	OZG22404.1	0.000857221770842938	0.102998501134957	0.00832266257661103	55.7195811188973	0.134028565864625
KAF1745817.1	OZG22407.1	0.0165723529525493	0.153428801213026	0.108013311852314	56.4773341129599	0.180005975938264
KAF1745818.1	OZG22406.1	0.0160998443390838	0.230764981838127	0.0697672766935551	60.0244022467715	0.236498023499109
KAF1745819.1	OZG22408.1	0.00255302233444152	0.176262238430653	0.0144842273488202	55.110071154338	0.210874051896455
KAF1745820.1	OZG22410.1	0.00526883926834426	0.146891315985357	0.0358689636143603	53.4031251999232	0.19153389493552
KAF1745821.1	OZG22409.1	0.00383667329177578	0.297596251809563	0.0128922097252453	49.5076386944834	0.365130423479753
KAF1745822.1	OZG22412.1	0.00831499764311434	0.260794338057612	0.031883351858956	51.28496183854	0.317884176911141
KAF1745824.1	OZG22411.1	0.0466042038792281	0.273387505930791	0.170469399179589	55.2189656806981	0.307359407246109
KAF1745825.1	OZG22508.1	0.00282093357192608	0.16012602310241	0.0176169589256703	58.3305107227856	0.175813116670604
KAF1745826.1	OZG22509.1	0.00302866772869707	0.173923261609003	0.0174138163042608	52.0411435945353	0.226569443744331
KAF1745827.1	OZG22515.1	0.0350783369575501	0.261326770201601	0.13423170129294	46.1710459061766	0.348468229196709
KAF1745828.1	OZG22516.1	1.29212329326459e-10	0.1360165375882	9.49975139917608e-10	49.4640216963155	0.203807021931104
KAF1745829.1	OZG22517.1	0.014423050635588	0.175419762128158	0.0822202154455708	53.6849116210537	0.218406440081734
KAF1745830.1	OZG22518.1	0.0220846796924533	0.080777336668074	0.273401929345634	58.1196279821274	0.0977036700087812
KAF1745831.1	OZG22511.1	0.012406164285001	0.110746806390056	0.112022772388631	48.5080249973897	0.184155147974395
KAF1745832.1	OZG22512.1	0.0111803139768532	0.145946454156742	0.0766055882717502	48.777674566266	0.217770216228554
KAF1745833.1	OZG22513.1	0.0202379983165321	0.088613960820562	0.228383858808804	55.1808116447223	0.12281007203905
KAF1745834.1	OZG22514.1	1.29643891784519e-10	0.122098393958418	1.06179850185966e-09	56.3368687945187	0.149501004699556
KAF1745835.1	OZG22349.1	0.00895931211244129	0.273098382316777	0.0328061705691433	55.3317657578027	0.306407420746995
KAF1745836.1	OZG22348.1	0.0355163858786885	0.268630978205947	0.132212547174882	48.824015495303	0.340182420588728
KAF1745837.1	OZG22342.1	0.0253285487844823	0.337701381950991	0.0750027987393848	46.847281240294	0.420868984579278
KAF1745838.1	OZG22341.1	0.0171250869583163	0.109992332554521	0.155693461176739	61	0.109992332554521
KAF1745840.1	OZG22347.1	0.0112407520116822	0.288736822896996	0.0389307879019375	50.7772170317441	0.348810393642973
KAF1745841.1	OZG22346.1	0.00409954940872189	0.129697911781338	0.0316084457522605	49.7844347509921	0.195605508033218
KAF1745842.1	OZG22451.1	0.000401287941109188	0.219155751874178	0.00183106278378482	44.0074462621095	0.319011474361667
KAF1745843.1	OZG22452.1	0.0188878044879888	0.222212430177621	0.084998865603023	55.7976191182299	0.25278390928649
KAF1745844.1	OZG22449.1	0.0107342824089002	0.25453340018127	0.0421723923117975	51.390165684226	0.311005014947857
KAF1745845.1	OZG22450.1	0.0107005501536014	0.200662678411434	0.0533260606223006	53.8246315272647	0.242828300719355
KAF1745846.1	OZG22447.1	0.0453811354740641	0.226645836789912	0.200229292171512	58.6548511920059	0.240426963051161
KAF1745849.1	OZG22446.1	0.0603998072732453	0.396819518043772	0.152209769244725	53.142131850575	0.442995808751779
KAF1745850.1	OZG22443.1	1.29065757250406e-10	0.189302619096358	6.81795940629378e-10	37.1431700837751	0.329495848689259
KAF1745851.1	OZG22576.1	0.00335256731147604	0.197968100108299	0.0169348865278901	53.3395906120407	0.242984036252079
KAF1745852.1	OZG22575.1	0.0235178662214377	0.205514676998196	0.114433998412893	48.8846594721704	0.276709748689555
KAF1745853.1	OZG22572.1	0.14644172476194	0.409872980179033	0.35728562711788	52.9927964721833	0.456926831278036
KAF1745855.1	OZG22571.1	0.22512326823926	0.312413178463101	0.720594660400501	55.1207324761587	0.346962341310904
KAF1745856.1	OZG22574.1	0.199635900588402	0.54010807999696	0.369622133017387	51.0685643345312	0.598469565798947
KAF1745860.1	OZG18799.1	0.135998063026371	0.797781620977061	0.170470288422803	47.5135221528892	0.877034098856937
KAF1745861.1	OZG22454.1	0.160608577466646	0.469870945278674	0.341814234483878	49.853272152219	0.535374022672488
KAF1745864.1	OZG22457.1	0.259057978394217	1.29916536506003	0.19940339033149	54.8718735607706	1.33517693239257
KAF1745873.1	OZF76318.1	0.165008249666465	0.43955862249874	0.37539531980615	56.9373766056507	0.46343238511823
KAF1745875.1	OZG22350.1	0.147375949922329	0.442965909824687	0.332702690328147	53.3559902311618	0.487885474590678
KAF1745876.1	OZG22352.1	0.0905829525626064	0.312446777026418	0.289914824613305	53.750081540508	0.355050487858515
KAF1745877.1	OZG22353.1	0.158303020454134	0.392235865490877	0.403591395845509	61	0.392235865490877
KAF1745885.1	OZG22424.1	0.221384858786552	0.477535078503712	0.463599154810219	58.3106686191105	0.493338773003626
KAF1745886.1	OZG22425.1	0.119236728928194	0.340689156408441	0.349986862467806	49.8982283439599	0.405928051438861
KAF1745887.1	OZG22428.1	0.0976521054262602	0.372857571106483	0.261901897650811	54.2238034444103	0.412677483593613
KAF1745888.1	OZG22330.1	0.0185926434648642	0.461571464406275	0.0402811804858435	49.43490450302	0.529533054188548
KAF1745893.1	OZG22326.1	0.167782664996006	0.373423393800479	0.4493094642208	60.4300611977189	0.376772604975756
KAF1745894.1	OZG22325.1	0.0302746686723056	0.311538011025585	0.0971780893530171	49.9164904693235	0.376669589772034
KAF1745895.1	OZG22506.1	0.414988317681911	0.789162237745029	0.525859319964052	61	0.789162237745029
KAF1745896.1	OZG04394.1	0.233730738013999	0.5039379334074	0.463808581413226	56.0747270504669	0.532881004378954
KAF1745900.1	OZF85524.1	0.0507173474477459	0.410325936560979	0.123602587427979	55.2017436839753	0.444399041906719
KAF1745901.1	OZG04728.1	0.208894018261132	0.792104477991245	0.263720284464093	51.3967554208198	0.848537368566122
KAF1745907.1	OZG09792.1	0.160093731094864	0.31451935498168	0.509010744677983	51.7779690505881	0.368712066534042
KAF1745908.1	OZG04748.1	0.0548482820241604	0.621474599659076	0.0882550663442216	52.5875340223259	0.670909951228919
KAF1745909.1	OZG04749.1	0.243742431098289	0.461465206880666	0.528192434584392	61	0.461465206880666
KAF1745910.1	OZG09793.1	0.302753893353386	0.449653405252715	0.673305016300792	61	0.449653405252715
KAF1745911.1	OZG09788.1	0.0285523287708312	0.167686640705763	0.170271934905843	50.1381896652476	0.231515417429316
KAF1745912.1	OZG04741.1	0.166773610323701	0.299068320254964	0.557643852687312	51.091448288095	0.357295329876871
KAF1745917.1	OZG04766.1	0.228053359110095	0.972535919279544	0.234493507734951	54.4645062496194	1.01094135617403
KAF1745924.1	OZG10135.1	0.237174843748292	0.616172579190554	0.384916258460999	56.3596757852077	0.643441166019328
KAF1745926.1	OZG04762.1	0.0770492760757889	0.534088699209367	0.144263071264844	57.2438795254794	0.556161315810659
KAF1745927.1	OZG04769.1	0.117666301405582	0.564093897225638	0.208593466414537	51.0094984065012	0.622802480409739
KAF1745928.1	OZG10952.1	0.194943279211904	0.656597458819125	0.296899228885997	47.9377825778104	0.733356795767577
KAF1745941.1	OZF95598.1	0.460446187118072	1.17704362092808	0.391188719713734	49.1574293374126	1.24663577687253
KAF1745943.1	OZG23343.1	0.465390522010028	1.84449806592836	0.252312827325081	58.1696026378288	1.86113072620332
KAF1745944.1	OZG04305.1	0.615431823362871	5714.83240220408	0.000107690266319186	55.216866363309	5714.8663864419
KAF1745945.1	OZG15207.1	0.310595746066343	0.812615306129402	0.382217444987289	48.2630287027465	0.887463353739434
KAF1745950.1	OZG10177.1	0.0207855948954273	0.0434699526284989	0.478160053981753	51.3749302682998	0.100031097402651
KAF1745953.1	OZG10963.1	0.21012462917788	0.816617626423164	0.257310915634088	56.4903848315651	0.843118109383562
KAF1745956.1	OZG10973.1	0.114448187651202	0.368252128643907	0.310787579348582	58.8451564664726	0.380914937378069
KAF1745957.1	OZG10942.1	0.157669653325477	0.176785953462683	0.891867539457873	40.8299438358152	0.295314078308145
KAF1745958.1	OZG10174.1	0.289994689127383	0.669139690032932	0.433384379146768	61	0.669139690032932
KAF1745960.1	OZG21582.1	0.390206145155148	0.458171506111429	0.851659564050341	48.373026252831	0.532373159718243
KAF1745961.1	OZG04308.1	0.171150913618969	0.457637242154957	0.373988167599824	49.6397222689864	0.524395232624595
KAF1745962.1	OZG04311.1	0.342870505145078	0.476488776392605	0.719577295693883	50.5196760668981	0.538075771166043
KAF1745963.1	OZG10932.1	0.299919029426044	0.609190288086945	0.492324049301388	56.164532295713	0.637605623923125
KAF1745971.1	OZF94977.1	0.116527546039199	1.09891255122906	0.106038961798071	48.885785491496	1.17010100593542
KAF1745972.1	OZG10143.1	0.096290116160866	0.434805381973976	0.221455667645414	52.0152520999829	0.487603713923552
KAF1745973.1	OZF95006.1	0.0580977007846979	0.459777647378989	0.126360429037579	55.3500747190649	0.492979094296887
KAF1745976.1	OZF95002.1	0.132725494878327	0.489306964621389	0.271252004313951	46.9525286148448	0.57185608736797
KAF1745978.1	OZF94989.1	0.261295177130339	0.272565982575832	0.958649258652968	55.7601592293446	0.303357592474142
KAF1745980.1	OZG17390.1	0.807588302682021	2.35712811547255	0.342615362050491	60.5028538082537	2.36004956523958
KAF1745982.1	OZF94990.1	0.309631069951235	1.15604742100911	0.267835959255858	56.2216037282533	1.18412737999625
KAF1745989.1	OZF87150.1	0.653918277393757	9884.81941453144	6.61537909769446e-05	49.5375984390143	9884.88677264647
KAF1745992.1	OZG22563.1	0.521143686553589	1.79075004586992	0.291019781211523	61	1.79075004586992
KAF1745994.1	OZF87140.1	0.266222301024128	0.550143655973094	0.483914152483017	52.0963877291705	0.602465199265888
