"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","crexclat"
"remanei_genome_00016295_latens_genome_00010427",56.868612254765,-2.91902268560664,0.525913173382632,-5.55038898689628,2.85034664113647e-08,1.31346790312905e-07,-1
"remanei_genome_00008892_latens_genome_00014571",5180.40953992296,0.897253863777681,0.607660529561459,1.47657091439725,0.139790693102912,0.22453462045286,0
"remanei_genome_00010759_latens_genome_00020561",405.288549413708,-12.0921671230568,1.04735662032841,-11.5454152753293,7.78644863781577e-31,9.02126249427008e-30,-1
"remanei_genome_00009606_latens_genome_00013710",92.4359024914927,-0.14020855524953,1.06766498355318,-0.131322612813355,0.895520104257937,0.928789986867659,0
"remanei_genome_00003680_latens_genome_00000063",451.512436663077,6.10838764378916,0.306692732904803,19.9169624462057,2.90061661390889e-88,9.36285574316553e-87,1
"remanei_genome_00008542_latens_genome_00015025",2937.01664896732,2.49366089812025,0.304270475815775,8.19554014050997,2.49470353968336e-16,1.79908051186188e-15,1
"remanei_genome_00003427_latens_genome_00000401",131.056625377866,-1.2060773844192,0.474794630228011,-2.54020856099407,0.0110786382631398,0.0246911127962558,-1
"remanei_genome_00008540_latens_genome_00015027",32.1091915653884,0.285370772038503,0.383773978697927,0.74359072755978,0.457124114570393,0.574905180336353,0
"remanei_genome_00003432_latens_genome_00000395",641.009254920481,-0.745265810677581,0.38564721792135,-1.93250664349295,0.0532970028621455,0.0986589680773214,0
"remanei_genome_00003466_latens_genome_00000332",40.2889978135782,-8.87477086990384,0.68264813570542,-13.0005055396995,1.21537194759473e-38,1.71069334510504e-37,-1
"remanei_genome_00002489_latens_genome_00001445",741.732207604725,0.112136709435459,0.263141658921248,0.426145787387542,0.670001617884803,0.763344792546846,0
"remanei_genome_00002403_latens_genome_00001558",154.39494592172,-10.7696130344435,0.691517468583334,-15.5738842816313,1.09547839523242e-54,2.0459087470349e-53,-1
"remanei_genome_00002397_latens_genome_00001560",473.564711853512,1.89526667231989,0.238623837527966,7.94248676894142,1.98167500070713e-15,1.37803893886563e-14,1
"remanei_genome_00002399_latens_genome_00001559",426.87742983698,-12.2312635405096,0.725418362110409,-16.8609786839776,8.71342043023069e-64,1.91809523831373e-62,-1
"remanei_genome_00003437_latens_genome_00000387",125.730270596444,-1.21281583186467,0.494656559266599,-2.45183412439298,0.0142130164115241,0.0308025152314308,-1
"remanei_genome_00011276_latens_genome_00007457",134.339788107305,8.83680085223303,0.554510336927936,15.9362238424447,3.55178208610598e-57,7.03441443248247e-56,1
"remanei_genome_00003458_latens_genome_00000345",372.339333219896,1.5286236912529,0.362042930098067,4.22221666043539,2.41911402759615e-05,8.37860798621643e-05,1
"remanei_genome_00002934_latens_genome_00000906",572.156067225108,-1.39093917062869,0.311291044083855,-4.46829164238339,7.88467604539063e-06,2.88174822911011e-05,-1
"remanei_genome_00003433_latens_genome_00000358",330.696850815527,-3.25910924504324,0.34724440167759,-9.38563510109304,6.25383943092619e-21,5.33862402278938e-20,-1
"remanei_genome_00002490_latens_genome_00001443",326.060559435699,1.25857549708496,0.272906506934138,4.61174601963117,3.9930069701775e-06,1.49854940177595e-05,1
"remanei_genome_00002402_latens_genome_00001557",599.734968534416,2.29637981507196,0.317591343808485,7.23061210527431,4.8082188712055e-13,2.98772619169586e-12,1
"remanei_genome_00002475_latens_genome_00001463",492.280661296357,-0.841859426243749,0.27373835431219,-3.07541640760956,0.00210208844300431,0.00550982697885261,-1
"remanei_genome_00002936_latens_genome_00000905",77.6930416747605,1.12393961732702,0.270302547254719,4.15808000606031,3.20933630859783e-05,0.00010990810495244,1
"remanei_genome_00003124_latens_genome_00000723",95.7738421302487,4.02132389667457,0.39919184331224,10.0736624859571,7.22369097478131e-24,6.77845719143001e-23,1
"remanei_genome_00014066_latens_genome_00022260",222.663671348314,-1.50719441936675,0.237593680583396,-6.34357957528976,2.24486932775998e-10,1.19477230809199e-09,-1
"remanei_genome_00003109_latens_genome_00000742",231.570224945236,-0.302154633760129,0.307204673861191,-0.983561317483912,0.325331252562798,0.443057612516557,0
"remanei_genome_00003450_latens_genome_00000353",74.2453085868817,0.0947100649942756,0.319647821392344,0.296295043031206,0.767004771182316,0.838094236100264,0
"remanei_genome_00003638_latens_genome_00000108",4.2924580425269,-0.55426140694735,0.845426272547635,-0.655599932182284,0.51208156917274,0.627336129080518,0
"remanei_genome_00002396_latens_genome_00001565",4268.63722760056,-0.107230231812707,0.24181907472849,-0.443431652085772,0.657453545818436,0.753104783057819,0
"remanei_genome_00002635_latens_genome_00001261",1047.77670651376,2.91979391494892,0.302247261612665,9.66028244348724,4.4463637093025e-22,3.95926869287228e-21,1
"remanei_genome_00002634_latens_genome_00001263",1343.64577448791,0.215905648536673,0.203857243275997,1.05910216908194,0.289553252237612,0.404801777308345,0
"remanei_genome_00002633_latens_genome_00001266",1873.83407842472,0.0864078077315065,0.180903688440047,0.477645361886265,0.632902638894581,0.733523747050892,0
"remanei_genome_00002685_latens_genome_00001210",1508.15976769192,-0.83349187060582,0.231486249682321,-3.60061071337783,0.000317470607968038,0.000950500629608654,-1
"remanei_genome_00002686_latens_genome_00001207",1784.94167227818,2.12896615788244,0.120586187517847,17.6551411210953,9.29011835149329e-70,2.2931564195561e-68,1
"remanei_genome_00002565_latens_genome_00001341",1466.9430734179,0.124658710763928,0.142033531741186,0.877670992446214,0.380122290699605,0.499198109485419,0
"remanei_genome_00003559_latens_genome_00000210",1260.42377643818,0.656166476856778,0.224157962120808,2.92725036687808,0.00341973466774267,0.00858466680825041,1
"remanei_genome_00003560_latens_genome_00000209",448.747373519432,-1.71471172645458,0.213345036702298,-8.03727029678826,9.1861883711386e-16,6.47857864746056e-15,-1
"remanei_genome_00002334_latens_genome_00001645",1982.91917894536,-0.471309580580249,0.10702352559751,-4.40379419336954,1.06373862955786e-05,3.83665923118531e-05,-1
"remanei_genome_00002333_latens_genome_00001648",1027.51939748336,0.958549771155616,0.143400107105739,6.68444250497532,2.31805385969575e-11,1.323982442705e-10,1
"remanei_genome_00002619_latens_genome_00001280",1098.23409336966,-0.412268112015955,0.200283154696793,-2.05842629471302,0.039549229766242,0.0762744123572679,0
"remanei_genome_00002629_latens_genome_00001270",1850.52973482115,0.200597857381192,0.139440218261548,1.43859397153933,0.15026559538605,0.238426760539511,0
"remanei_genome_00002622_latens_genome_00001276",858.789909493411,0.130780906146879,0.12878934789112,1.01546368770687,0.309884847531496,0.426803461420437,0
"remanei_genome_00001860_latens_genome_00002197",1.96208994590641,-0.847837870049709,1.13554123424015,-0.746637677685952,0.455282298610747,0.573340589491241,0
"remanei_genome_00000861_latens_genome_00003295",97.0141929275156,-2.65140256651918,0.359629478880092,-7.37259519096101,1.67338026425273e-13,1.06443155795289e-12,-1
"remanei_genome_00000240_latens_genome_00022412",3.60030997888938,0.967355608214222,0.82034909244366,1.17919994929556,0.238318566281681,0.346635800263259,0
"remanei_genome_00000241_latens_genome_00022413",4.34430973430329,0.598401049633948,0.728505327092545,0.821409298435962,0.411413168886093,0.530279903225423,0
"remanei_genome_00002065_latens_genome_00001957",207.189111809537,-0.0563813841831474,0.213995537629891,-0.263469905997105,0.792188415897493,0.856778781110165,0
"remanei_genome_00013421_latens_genome_00009880",2.11999632002079,-3.35067239030737,1.26126390355697,-2.6565989725528,0.00789332774625439,0.0181991079973736,-1
"remanei_genome_00008482_latens_genome_00015098",2.48960474742769,-3.37676871555563,0.872462164452238,-3.87038986117602,0.000108661441109632,0.00034815219069915,-1
"remanei_genome_00008483_latens_genome_00015097",335.828693582973,-7.25327640747164,0.842414493755744,-8.61010400608647,7.29943203322604e-18,5.57230092905966e-17,-1
"remanei_genome_00002973_latens_genome_00000869",1.74633344678863,1.08312978656486,1.16613273388693,0.928822041513739,0.352981319619015,0.471296923520348,0
"remanei_genome_00002464_latens_genome_00001474",13.8525250906328,-1.85830082431119,0.634894541487152,-2.92694408737297,0.00342310414524611,0.00858846084872286,-1
"remanei_genome_00002127_latens_genome_00001895",94.0459555123227,2.19115382637291,0.334586481527605,6.54884147252114,5.79851429110643e-11,3.2174566074784e-10,1
"remanei_genome_00002129_latens_genome_00001893",252.832593295137,-5.06938574313628,0.309011808165415,-16.4051521954223,1.75685928050328e-60,3.67462716800592e-59,-1
"remanei_genome_00000260_latens_genome_00022428",3.37932849018173,1.62762765646121,0.68271098008429,2.38406544488307,0.0171225570354403,0.0363415074442383,1
"remanei_genome_00016370_latens_genome_00017031",4.67772062458263,0.0897088949412963,0.764147053429469,0.117397423098978,0.906545126022206,0.935599719639242,0
"remanei_genome_00016454_latens_genome_00017145",352.544020416365,-0.203399729896321,0.249048997604538,-0.816705675801585,0.414096646969487,0.533073509299805,0
"remanei_genome_00012320_latens_genome_00008583",55.1793365720468,1.37200354512242,0.370367955467236,3.70443372562178,0.000211863488651064,0.000649669542271406,1
"remanei_genome_00012327_latens_genome_00008592",13.3388015766332,0.623700900970987,0.336844852185088,1.85159695012432,0.0640837213335365,0.115972535049424,0
"remanei_genome_00012157_latens_genome_00008411",1710.99586704858,-0.549314666386131,0.222262401171639,-2.47146914408582,0.0134559162873255,0.0293320528610256,-1
"remanei_genome_00018359_latens_genome_00011607",9163.17060614246,-0.307231517329804,0.629633987016987,-0.487952562385288,0.625583442335744,0.727238720776069,0
"remanei_genome_00008821_latens_genome_00014674",9710.34364951738,-1.64430393101507,0.502288608347372,-3.27362377662744,0.00106177876627739,0.00292342941840739,-1
"remanei_genome_00016427_latens_genome_00017106",23.2352278814806,0.287971424181086,0.373236442774059,0.771552268692615,0.440379653615827,0.558343686975104,0
"remanei_genome_00016438_latens_genome_00017116",0.529362219155925,0.857519687647208,2.09975846191582,0.408389680622984,0.682987608311922,0.773154409409247,0
"remanei_genome_00016367_latens_genome_00017028",654.412245449843,-0.688159794296956,0.270188832591021,-2.54695868699581,0.0108666297020636,0.0242750130825669,-1
"remanei_genome_00011272_latens_genome_00007453",5304.92574210701,-0.207576158680918,0.659618114441907,-0.31469141634557,0.752995962150083,0.827771574273542,0
"remanei_genome_00011166_latens_genome_00007333",345.960611282927,0.90208739642869,0.233794111065986,3.85846928442987,0.000114099403922985,0.000363839182113001,1
"remanei_genome_00007244_latens_genome_00018922",5.91216416195726,4.21473622398804,0.927261742868184,4.54535761493958,5.48420603477357e-06,2.0331838386234e-05,1
"remanei_genome_00007246_latens_genome_00018928",15.1168072991201,-1.63316665516439,0.654128712914133,-2.49670534700832,0.0125353067480604,0.0275941145922877,-1
"remanei_genome_00007231_latens_genome_00010201",10.5243387397007,-2.88933783290886,0.685322404916759,-4.21602710225095,2.48643891153397e-05,8.60069595674346e-05,-1
"remanei_genome_00016452_latens_genome_00017143",424.594669051709,1.24632723823219,0.260997059117323,4.7752539528499,1.79480614037291e-06,7.00600489910682e-06,1
"remanei_genome_00016453_latens_genome_00017142",137.229227827885,-10.6123732392701,0.722106878266332,-14.6964023729407,6.79764726583341e-49,1.16130798327749e-47,-1
"remanei_genome_00016448_latens_genome_00017137",638.161731098375,0.417157573565301,0.263020026784864,1.58602969767969,0.112732572954341,0.187377852210437,0
"remanei_genome_00013926_latens_genome_00020267",4.10913200748689,0.733877008628296,0.718944606694332,1.02076989213762,0.307363472060393,0.424048491461122,0
"remanei_genome_00017678_latens_genome_00010837",62.1514085053458,0.241045797998816,0.22429826986063,1.07466632778127,0.282524144367764,0.397416112567603,0
"remanei_genome_00002587_latens_genome_00001315",37.3002998203539,3.34960310184753,0.70086283450098,4.77925627805972,1.75944809190329e-06,6.87198050554898e-06,1
"remanei_genome_00003020_latens_genome_00000759",1.28588605711037,-2.81789506518616,2.33777013116475,-1.20537730704182,0.228057677876175,0.334610849925839,0
"remanei_genome_00002495_latens_genome_00001438",21.1001231350697,1.58428989252022,0.446106282702271,3.55137319053981,0.000383226612324005,0.00113497286067198,1
"remanei_genome_00007658_latens_genome_00020251",5.86800697808079,-1.56126083110034,0.783511804805761,-1.99264493722259,0.0463003407941692,0.0874677358288111,0
"remanei_genome_00003660_latens_genome_00000313",1.6998850538145,-0.458367429556826,1.54899769938071,-0.295912272652233,0.767297078360782,0.838277208382441,0
"remanei_genome_00003477_latens_genome_00000312",0.544844981878148,-2.33281597350503,2.97975763874393,-0.78288782388637,0.433692988308125,0.55232897180194,0
"remanei_genome_00003500_latens_genome_00000291",12.9882582150017,-2.57598493906553,0.765922474701543,-3.36324500736098,0.000770319639372135,0.00216761360383257,-1
"remanei_genome_00003277_latens_genome_00000520",9.95547597029156,-6.03125404272709,0.769005552993621,-7.8429265162629,4.40165596123739e-15,3.00485186820009e-14,-1
"remanei_genome_00003476_latens_genome_00000315",1.82604296058791,1.0923739119765,1.17019462875331,0.933497629484321,0.350563093819535,0.468945321946804,0
"remanei_genome_00013625_latens_genome_00021516",2.69949705679742,-0.789887491200385,0.839831295665433,-0.94053114628757,0.3469451811404,0.465180218906968,0
"remanei_genome_00002548_latens_genome_00001361",6.29458802536294,-2.79039858608443,1.2081163725151,-2.30971009876746,0.0209042093398104,0.0434388305501353,-1
"remanei_genome_00006867_latens_genome_00012668",26.876182660368,-5.81690010446712,0.687971684066907,-8.45514465083916,2.78741582708798e-17,2.07825761944128e-16,-1
"remanei_genome_00001576_latens_genome_00002504",46.7697163042313,-4.06245762546212,0.473917642701512,-8.57207510213073,1.01636768562685e-17,7.7237041780404e-17,-1
"remanei_genome_00014253_latens_genome_00018429",1.13512631231223,0.404814046651653,1.2356122833448,0.327622225926584,0.743197314800576,0.819549441006992,0
"remanei_genome_00008744_latens_genome_00014772",12.0855014828917,2.66445774239115,0.503283517009721,5.29414863062103,1.19572154433817e-07,5.20289983712669e-07,1
"remanei_genome_00004581_latens_genome_00006929",8.41737019271542,0.204170870950641,0.527826266787325,0.386814533110204,0.698893517301939,0.785662800362532,0
"remanei_genome_00014087_latens_genome_00018642",9.54854228767586,2.04628848223987,0.616842515437031,3.31735966803468,0.000908725526788441,0.0025331879538541,1
"remanei_genome_00014254_latens_genome_00018428",0.292458808396763,-0.171797443393933,2.98572321406716,-0.0575396415128214,0.954115329039249,0.968671299249488,0
"remanei_genome_00014255_latens_genome_00018427",16.9618483994264,0.0420966797243807,0.53368595226352,0.0788791227234598,0.937128769145272,0.957231485781433,0
"remanei_genome_00014092_latens_genome_00018636",10.8699762218893,0.755104497870833,0.4915848999649,1.53606121328126,0.124523367926749,0.203939478536454,0
"remanei_genome_00004570_latens_genome_00014588",165.26660310091,-4.15701713696633,0.410151585604346,-10.1353189476059,3.85114709701688e-24,3.66500377170395e-23,-1
"remanei_genome_00000080_latens_genome_00019962",32.0522789644828,-1.56748316196296,0.483000925358988,-3.24530053601437,0.00117326727181663,0.00320672357540274,-1
"remanei_genome_00000081_latens_genome_00019963",20.7744699855599,2.12297449401832,0.820213815537212,2.588318379675,0.00964457919735374,0.0217732699162855,1
"remanei_genome_00001992_latens_genome_00002042",324210.149634766,-8.88891642150624,0.465152361612688,-19.1096878250564,2.09719659028628e-81,6.09548827150739e-80,-1
"remanei_genome_00002534_latens_genome_00001373",77.4840913874188,8.99963327550619,0.644780113359687,13.9576781123301,2.82487769127899e-44,4.49969841500525e-43,1
"remanei_genome_00001286_latens_genome_00002833",7.40633009678196,-0.61562126973517,0.580278720677137,-1.06090616077872,0.288732549190684,0.403990900336824,0
"remanei_genome_00000773_latens_genome_00003399",3.68905112398208,-0.0662523021704364,0.897212351407034,-0.073842387553557,0.941135798680195,0.959864158034153,0
"remanei_genome_00003130_latens_genome_00000721",2.60239765723335,-3.00551120584973,1.27069114475618,-2.36525706364816,0.0180175598355081,0.0380468302360752,-1
"remanei_genome_00001345_latens_genome_00002765",28.0238752289001,0.347778480197809,0.445603507646469,0.780466208703473,0.435116509937173,0.553552297056973,0
"remanei_genome_00002327_latens_genome_00001656",17.2743078811252,-4.48368183894624,0.665764551073002,-6.73463588849836,1.64340951439791e-11,9.46705403660878e-11,-1
"remanei_genome_00002157_latens_genome_00001864",52.0175720840286,0.169654825827107,0.572336795925318,0.296424809718585,0.766905680821507,0.838094236100264,0
"remanei_genome_00000326_latens_genome_00003881",0.409106010696299,-1.80092624458938,2.98963124796069,-0.602390761675989,0.546914058025337,0.659183374128375,0
"remanei_genome_00006420_latens_genome_00004851",5.49748775254879,-1.9233174496337,0.802466074944124,-2.39675857919304,0.0165408179617295,0.0352443833053164,-1
"remanei_genome_00003230_latens_genome_00000587",3.20167639621491,0.551343962205142,0.916971319978251,0.601266310290074,0.547662624761026,0.659907105501549,0
"remanei_genome_00001778_latens_genome_00002277",13.8351847969264,-4.07741206757869,0.632297168921072,-6.44856922977566,1.12910984936769e-10,6.10373875092968e-10,-1
"remanei_genome_00000250_latens_genome_00022419",544.708814625409,6.33205318047463,0.244961113295094,25.849217842371,2.48286814961356e-147,2.07080456602552e-145,1
"remanei_genome_00002873_latens_genome_00000991",901.882247141548,7.83464858165051,0.455139119744407,17.2137446371348,2.09440100895146e-66,4.8910637822957e-65,1
"remanei_genome_00001736_latens_genome_00002324",8449.94054113443,-0.481846330263165,0.44066457492799,-1.09345374617849,0.274194626684322,0.38812799323748,0
"remanei_genome_00002754_latens_genome_00001130",0.871064912555796,-2.89543653134909,2.97656582241437,-0.972743995629342,0.330680553313626,0.448588932167519,0
"remanei_genome_00014035_latens_genome_00023041",26.6571576177234,2.05028651018855,0.42523871308415,4.82149542622387,1.42485988599679e-06,5.60592398158946e-06,1
"remanei_genome_00002748_latens_genome_00001141",71.2859383910888,-9.14398845582259,0.7787606231531,-11.7417190648389,7.78869890956774e-32,9.28833472093034e-31,-1
"remanei_genome_00006784_latens_genome_00004429",7.32120829971464,0.287832311213113,0.766237142689458,0.375643903404153,0.707181646977183,0.792260566962257,0
